label,text
0,"상품 구매 후 1 주일 이내에 이상 이 있다고 판단되시는 경우, 공식 서비스 센터에서 초기 불량 판정서를 받으시면 새 상품으로 교환 이 가능합니다. 단, 정품 박스 와 불량 판정서를 꼭 지침 하셔야 합니다."
0,T 일부 제품 재고 변동으로 배송 이 지연될 수 있으니 급하신 경우 주문 전 재고 문의 부탁드립니다 / CAUTION 평일 : 오전 10 시 ~ 오후 5 시 주말과 공휴일 은 휴무입니다. TEL : 02-3424-4491
0,EPOS | SENNHEISER 공식 판 매인 증 서 본 인증서로 인증된 판매자는 공식 수입 정품 만 판매합니다. 안심하고 구매하세요.
0,EPOS SENNHEISER
0,회 사 명 : 엠 스토어 인증 번호 : EPKO - FE - Y212 인증 기간 : 2023.12.31.까지
0,전화번호 : 02-3424-4491
0,본 콘텐츠에 대한 소유권과 저작권 은 필스 전자 ( 031-687-8263 )에 있습니다. 무단 복사 / 사용 / 배포 등 을 금지합니다.
0,EPOS SENNHEISER 제품 보증서
0,모델명 구입일 구입처 인증 번호
0,품질 보증을 위해 본 보증서 가 반드시 필요합니다. 구매 일 확인을 위해 영수증과 같이 보관하세요. 현 보증서에 테이프 등으로 붙여 보관하셔도 좋습니다.
0,EPOS SENNHEISER POS SENSE HE
0,** DELEA NAŠE KOMAN
0,*************
0,*******
0,자세한 NAS니다. 342804
0,정품 제품 보증서를 보내 드립니다. 보증서 와 구매 내역 이 없으면 제품 보증에 제약 이 있습니다. 보증서 와 구매 내역을 꼭 보관하세요.
0,문의 : EPOS SENNHEISER 공식 수입사 필스 전자 031-687-8263 또는 카카오 톡 필스 전자 추가
0,다
0,YOITCH
0,of
0,이벤트로 자석 케이블을 동봉 발송합니다.
1,커넥터를 충전 단자에 연결하여 사용하다가 필요할 때는 자석 케이블을 연결하여 편리하게 충전할 수 있습니다.
0,** 이벤트 상품 재고 상황에 따라 이벤트 가 조기 종료될 수도 있습니다.
0,GSP370에 커넥터를 연결하고 그대로 사용
0,필요시에 자석 케이블을 연결하여 충전
0,자석 케이블 은 요이치 정품입니다 GSP370의 충전 용으로 사용 가능합니다. 자석 케이블의 고장 / 불량 / 추가 구매는 요이치로 문의 부탁드립니다. 요이치 070-4219-5012
0,"GSP370의 반품 시 케이블 도같이 반품되어야 하며, 개봉 상품 / 구성품 훼손 상품 은 반품 / 환불 이 불가합니다."
0,단순 변심의 경우 모든 구성품 이 개봉 안된 상태 여야 하며 회수 택배비 가 청구 됩니다.
0,EPOS | SENNHEISER -CSP370 한계를 뛰어넘은 게이밍 헤드폰 연속 100 시간 무선 연결
0,특장점 요약
0,100
0,EPOS The Power of Audio TM SENNHEISER
0,----
1,100h Battery life 100 시간 연속 지연 없는 손실 없는 무선 연결
0,EROS
1,"EPOS I Sennheiser 튜닝으로 한계를 뛰어넘는 음질 재생 단단한 음질과 정제된 베이스, 정확한 음질과 넓은 공간감"
0,EPOS | SENNHEISER
1,Noise cancelling Microphone 브로드 캐스팅 품질의 집중되고 선명한 목소리
0,2 years EPOS Sennheiser의 품질에 대한 자신감 * 2 년 품질 보증 * * 품질 보증을 위해 보증서 와 구매 내역을 반드시 보관하세요
1,유선의 한계를 넘어 무선으로
1,무선의 한계를 넘어 GSP370으로
0,ID
1,100 시간 손실 없는 무선 연결
1,EPOS I SENNHEISER의 노하우로 무선의 한계를 극복했습니다.
1,100 시간 무손실 무 지연 무선 연결 GSP370 은 가능합니다.
0,동글
1,동글을 USB에 연결하면 자동으로 설치됩니다. PC / Macbook / Playstation에서 사용 가능합니다
0,TEADACHEDERE
0,주의 사항 EPOSI Sennehier의 무 지연 연결 / 음질 유지 / 배터리 향상을 위해 PC / Laptop에서는 전원을 다시 켤 때 동글을 다시 한번 연결해야 합니다.
0,The Power of Audio TM
1,EPOS는 소리 품질에 타협하지 않습니다. 게임에 더욱 빠져들 도록 게임의 모든 것을 느낄 수 있도록 끊임없이 연구하고 적용합니다. 소리의 힘 이 잠재력 을 끌어낸다고 믿기 때문입니다.
0,TEADHEHH ****
1,무선 음질의 한계를 넘기 위해 EPOS의 열정과 노하우를 쏟아 부었습니다.
0,GSP370 은 무선
1,한계를 넘어 풍부한 음질을 제공합니다. 의
0,W
0,SENNHEISER
0,SURROUND SOUND
0,23
0,01월 01일
0,REVERSERATION
0,os
0,$83 
0,* GamingSuite는 window10 에서만 호환됩니다. ** 다운로드 링크는 하단부 또는 필스 전자 홈페이지 참고
0,0.00 d
0,MENTS
1,"GamingSuite 프로그램을 사용하면 EQ 조정, 마이크 레벨 조정 그리고 7.1 채널로 업 샘플링 도 가능합니다. GSP370 하드웨어의 한계마저도 극복하세요."
0,SOUND TEST AUDIO FEEDBAC
0,이 브로드 캐스팅 품질 마이크 게임에서 승리하려면 우수한 마이크 도 필수입니다. 에어컨 소리 와 바람 소리를 제거하면서도 채팅을 명확하게 전달해야 합니다.
0,또다시 EPOS의 열정과 노하우를 쏟아 마이크를 설계하였습니다. 무선의 한계는 극복 대상 일 뿐입니다. 구
0,"필요에 따라 마이크 위치 도 조절 가능합니다. 마이크 가 필요하지 않다면, 마이크를 끝까지 올려 주세요. 자동으로 음소거 됩니다."
0,EPOS
0,Lift Mute 음소거 상태
1,GSP 370에 담긴 EPOS의 열정과 노하우. 한계를 넘어 승리하세요.
0,Crafted to Last
0,성능 은 음질과 마이크에 대한 것뿐만이 아닙니다. 견고하게 만들어져야 하고 장시간 편하게 착용할 수 있어야 하며 디자인에서도 승리해야 합니다.
0,내구성 강한 헤드 밴드
0,반복 사용에도 강한 내구성 * 파손 방지를 위해 따라 하지 마세요
0,GSP 37O
0,넉넉한 길이 조절
0,양쪽 4cm 씩 길이 조절
0,메모리폼을 통기성 섬유로 마감
1,"오랜 시간 착용에도 열 이 덜 차고, 푹신한 착용감 제공"
1,편안한 착용감
1,귀 모양까지 고려한 보디 디자인으로
1,귀 모양까지 고려한 보디 디자인으로 더 편안한 착용감
1,"착용감 을 위해 귀 모양까지 고려했습니다. 쿠션 내부 인체 공학적 설계는 압박을 줄여 주는 동시에, 더 현장감 있는 사운드를 위한 공간까지 제공합니다."
1,이중 소재 쿠션으로 편안한 착용감
0,ㅁ
0,아
1,피부 접촉면 은 부드러운 벨벳을 사용하여 땀을 방지하고 벽면 부는 가죽을 사용하여 쿠션 감과 밀폐감을 살 였습니다. 또한 쿠션 이 다 닳았을 시 쉽게 교체할 수 있습니다.
1,~
0,360 floating 서스펜션
1,360 floating 서스펜션 360 floating 서스펜션을 사용하여 헤드폰 보디 가 얼굴 형상에 적응하여 알맞게 안착합니다. 0556
0,Designed to Excite
0,클로즈 백 음향 세팅
1,외부 노이즈를 차단하여 게임에 더 몰입하게 도와줍니다. 게임 소리 가 외부로 나가지 않아 소음 방지 효과 도 있습니다.
0,다이얼 볼륨 컨트롤
1,보디에 다이얼 볼륨 이 있어 직관적이고 빠르게 볼륨 조절 가능합니다.
0,E
1,건 매탈 코팅으로 스크래치에 강하고 질리지 않는 디자인
1,간소 한 버튼으로 디자인 통일성 유지
1,스크래치에 강하고 질리지 않는 디자인
0,한계를 극복 한 GSP370 이제 게임 에만 집중하세요.
0,GSP 370 Gaming Series Wireless
0,CAND
0,모델명 제조자 제조국 인증 번호
0,수입자
0,제품 문의
0,H
0,GSP 370
0,제품 구성
0,필스 전자
0,SPECIFICATION
0,제품 정보
0,!!
0,0
0,Epos Group A / S 중국 - 헤드셋 전파 인증 R - C - SC - SCBT12 - 동글 전파 인증 R - C - SC - SCGD7 - 배터리 안전 인증 YU10395-19002
0,#NAME?
0,EPOS | SENNHEISER 공식 수입사 필스 전자 031-687-8263
0,"- 보증 적용을 위해 보증서 와 구매 내역 ( 구매 일자, 제품명 이 기재되어 있는 영수증 을 꼭 보관하세요. - 개봉 전에 주문한 상품 이 맞는지, 구매 확정할 것인지 확인하고 개봉하세요. - 제품 개봉 후에는 제품 가치 가 현격히 상실되어 환불 이 불가합니다. - 미개봉 단순 변심 은 왕복 택배비 가 발생할 수 있습니다. - 초기 불량 상품에 대한 교환 / 환불 건 은 필스 전자 A / S 센터로 접수하여 불량 판정 후 교환 또는 판매처에 환불 요청을 진행하여 주시기 바랍니다. ( 불량 판정 이전 교환 / 환불 은 불가합니다. ) 사용 시 주의 사항"
0,본 콘텐츠의 저작권 은 필스 전자에 있습니다. 무단 사용을 금지합니다.
0,배송 안내
0,서비스
0,배송 / 교환 / 환불 규정
0,"1. 택배사 : 한진 택배 ( 15880011 ) 2. 제주도 및 도서 산간 지역 은 배송 시 추가 요금 이 부과될 수 있습니다. 3. 주문 후 배송 정보 변경 은 필히 유선으로 변경 요청하셔야 변경 이 가능합니다. ( 문의 게시판, 이메일로 변경 문의는 불가합니다. )"
0,"1. EPOS ISennheiser 공식 수입사 필스 전자에서 AS 및 소모품 판매를 진행합니다. 문의 전화 031-6878263 또는 카카오 톡 필스 전자 추가 2. 구매 일 확인과 정품 확인을 위해 영수증과 보증서를 꼭 보관해야 합니다. 구매 일 확인 ( 영수증 ) 이 안 되거나 보증서 미확인 시 제품 보증 이 불가합니다. 3. 초기 불량의 경우 상품 수령 후 10 일 이내 지체 없이 연락 부탁드립니다. 제품의 교환 / 환불 은 필스 전자의 불량 판정 이후 가능합니다. 4. 단순 변심의 경우 왕복 배송비 ( 출고 + 회수 )는 고객 부담이며, 상품을 개봉하였거나 포장 상태의 변형 이 있을 경우 상품 가치 훼손 사유로 교환 / 환불 이 불가능합니다."
0,"5. EPOS GAMING SUIT 등 별도 소프트웨어를 사용하는 제품의 경우 소프트웨어로 인한 A / S 접수 건 은 보증 기간에 관계없이 무상 진행되며, 소프트웨어 문제는 상품 자체의 문제 가 아니므로, 환불 은 불가합니다. 6. AS 주소 : 경기도 의왕시 교동 길 5982 층 필스 전자 ( 반품 은 지정 택배사인 한진 택배 로만 가능하며, 사전 협의되지 않은 타 택배사 이용 시 수취 거부 될 수 있습니다. )"
0,CAUTION
0,반품 및 교환 안내 상품을 수령하신 날로부터 7 일 이내 단순 변심으로 제품을 개봉하지 않은 경우 고객님의 변심으로 인한 교환 / 반품의 경우 왕복 배송비는 고객님께서 부담하셔야 합니다 반품 / 교환 이전 꼭 02-3424-4491으로 연락 혹은 게시판 문의 부탁드립니다
0,"반품 및 교환 불가 대상 포장을 개봉하였거나 제품을 사용, 마운트 ( 카메라 & 렌즈의 경우 ) 하여 상품 가치 가 훼손된 경우 상품 수령 후 7 일 이 경과 한 경우 판매자 와 연락 없이 제품을 보내셨을 경우 반송 처리됩니다"
0,"* 개봉 이후 제품 불량에 의한 교환 및 반품을 원하시는 경우 * 제조사 서비스 센터 불량 판정서 가 없으면 판매처에서는 교환 및 환불, 반품 이 불가능합니다. 제품의 불량 여부는 제조사 규정 상 오직 제조사 서비스 센터 에서만 판정할 수 있습니다."
0,상품 안내
0,상품 상세 정보
0,직관적인 디스플레이로 편리하게
1,요리부터 청소까지 터치로 OK 직관적인 디스플레이 와 고정형 다이얼 보기 쉬운 한글 메뉴 와 고정형 다이얼로 더 쉽고 편리하게 조작하세요.
1,냄새 탈취
1,스마트 진단
1,"멀티 클린 기능 터치 한 번으로 청소 완료! 손 이 닿지 않는 조리실 깊숙한 곳까지 알아서 구석 구석, 더 간편하게 청소하세요."
1,스팀 청소
1,잔수 제거
1,광파 오븐
0,요리 시간
0,부속품 구이 전용
0,19
0,단 위치
0,20 M
0,21
0,광파 오븐 200 % 활용 꿀팁
0,구이 >
0,오븐에 전송
0,LG
0,0 5
0,스팀기 세정
1,자동 요리 / 최근 메뉴 ( 3 초 )
0,< 선택 / 추가
0,조리실 건조
0,달걀찜 난이도
0,"요리 재료 주재료 달걀 1 개, 물 5 컵, 소금 약간, 실파 약간, 당근 다진 것 약간"
0,주재료 분량 선택 ① 주재료 달걀의 분량을 선택해주세요. 1 인분 +
0,요리 과정 1. 달걀 은 노른자 와 흰자 가 잘 저은 후 소금과 물을 넣고 오븐에 전송
0,온도 요리 시간
1,스마트폰으로 더 똑똑한 요리 광파 오븐에 내장된 Wi - Fi 기능으로 원격 세팅 이 가능하여 스마트폰을 리모컨처럼 더 쉽고 간편하게 요리하세요
0,스팅 추가
0,요리 중 01:24:00 남아 어요.
0,레인지
0,SmartThinQ 오전 1005 오븐 1의 요리 가 완료되었습니다.
0,Smart ThinQ 오븐의 요리 가 완료되었습니다.
0,□ 。
1,멀티 클린 청소
1,탈취 스팀 청소 조리실 건조 잔수 제거 스팅 발생기 세정
0,Ⓒ
0,닫기
0,시작하기
0,보기
0,>
0,스마트 진단으로 제품에 이상 이 있는지 점검해보세요.
1,"레시피 검색 레시피를 검색하고 필요한 식 재료, 조리법 을 확인한 후 오븐에 전송하면 조리 기능, 온도, 조리 시간 이 자동으로 설정되어 복잡하게 제품을 조작할 필요 없이 간편 한 조리 가 가능합니다."
1,"오븐 모니터링 광파 오븐 앱을 통해 주방 밖에서 도 오븐의 상태를 알 수 있어, 거실에서도 TV 드라마 등 을 시청하며 더 여유 롭 게 요리해보세요."
1,"푸시 메시지 오븐 사용 중 종료, 조리 조치 사항 이 발생할 경우 스마 트 폰으로 메시지를 발송하여 잊음 없이 적절한 조치 가 가능해집니다."
1,"멀티 클린 청소 탈취, 스팀 청소 등 오븐 사용 후 깔끔한 관리를 위한 기능을 오븐에 전송하여 손쉽게 사용할 수 있습니다."
1,"스마트 진단 제품의 이상 이 의심될 경우, 진단 기능을 통해 이상하여 부나 조치 사항을 확인하여 신속 문제 해결 이 가능 합 네 다."
1,이상 이 있는지 점검해보세요.
0,다.
0,Height 389 mm
0,제품 사양 모델명 : ML32AW1
0,Width : 527 mm
0,DIOS
0,정면
0,Depth 472 mm
0,"* 본 이미지는 사이즈에 대한 이해를 돕기 위한 것으로, 실 제품과 다를 수 있습니다."
0,형태
0,기능
1,용량 색상 소비 전력 ( 오븐 ) 소비 전력 ( 그릴 ) 소비 전력 ( 레인지 ) 정격 고주파 출력
0,조리 온도
0,조리실 형태
0,무게
0,제품 크기 ( WXHX D)
0,내부 치수 ( WXHX D)
0,설치 환경
0,히터 ( Heater) 가열 방식
1,오븐 기능 그릴 기능 레인지 기능 발효 기능
1,찜 기능
1,자동 메뉴
0,기본 사양
1,정통 형 ( 스팀 분사형 )
1,"컨벡션 오븐 구이 ( 그릴 ) , 전자레인지, 발효, 스팀, 에어 프라이, 식품 건조, 슬로 쿡, 토스 E"
1,"32L 스모그 블랙 2,200W 1,850W 1,850W 1,000W ㅏ효 40 ℃ / 오븐 40 , 100 ~ 230 ℃ / 식품 건조 40 ~ 90 ℃"
1,모서리 둥근 사각 조리실
1,21.4kg
1,527 X 389 X 472mm
1,440 X 235 X 310mm
1,제품의 윗면 은 20cm 이상 띄움 측면 / 뒷면 은 벽과 10cm 이상 띄움 바닥에서 85cm 이상 되는 위치에 설치
1,기술 광파 듀얼 히터 멀티 광파 ® 가열 시스템 ( 광파 ® + 스팀 )
0,오븐 부 ( 部 )
0,"레인지 ( 10 ) , 구이 ( 20 ) , 오븐 ( 20 ) , 스팀 ( 4 0 ) , 식품 건조 ( 6 ) , 토스트 ( 5 ) , 슬로 쿡 ( 6 ) , 발효 ( 3 ) , 에어 프라이 ( 20 )"
0,TITIHU
1,스팀 슬로 쿡 기능
1,스팀 토스트 기능
0,자동 메뉴 개수
1,스마트 인버터 Wi Fi 잠금 기능 잊음 방지 기능 탈취 기능 자동 냉각 기능 절전 기능 멀티 클린
1,에어 프라이어 기능 O
1,스마트 컨트롤
1,스마트 태그 온 ( NF C) 홈챗 요리 책자
1,외관 도어 형태 디스플레이 다이얼
0,기본
0,KC 인증 번호 정격 전압
0,"레인지 ( 10 ) , 구이 ( 20 ) , 오븐 ( 20 ) , 스팀 ( 4 0 ) , 식품 건조 ( 6 ) , 토스트 ( 5 ) , 슬로 쿡 ( 6 ) , 발효 ( 3 ) , 에어 프라이 ( 20 ) 직접 분사"
0,비 저려
1,총 272 개 ( 광파 오븐 자동 메뉴 130 개 / 전용 앱 메뉴 142 개 ( 미공개 요리 포함 )
0,X
1,안전 / 편의 기능
0,X 온라인 지원
0,디자인
0,스모그 블랙 Pull - Down
0,TFT LCD
0,터치 & 고정형 다이얼
0,"부속품 법랑 접시, 구이 전용 팬, 구이 석쇠, 물통, 물받이, 사용 설명서"
0,"고지 정보 SU07187-18002 220V, 60Hz Max . 2,800 W / 오븐 : 2,200W / 전자 레"
0,정격 전압 소비 전력 전자파 적합성 인증 번호
0,무선 인증 번호 ( Wi Fi) 출시 연월 제조자
0,제조국
0,A / S 책임자 와 전화 번호
0,품질 보증 기준
0,SU07187 - T8UUZ
0,"220V, 60Hz Max . 2,800 W / 오븐 : 2,200W / 전자 레 인지 : 1,850W"
0,MSIP - REM - LGE - ML32BW6
0,MSIP - CRM - LGE - LCW - 003
0,2019 년 11 월 LG 전자
0,중국
0,LG 서비스 센터 / 1544-7777
0,결함 • 하자 등에 따른 소비자 피해에 대해서 는 소비자 분쟁 해결 기준 ( 소비자 기본법 제 16 조 )에 따라 보상 가능
0,"* 제품 이미지 및 특장점 등에는 광고 적 표현 이 포함되어 실제 제품과 차이가 있을 수 있으며, 제품 외관, 스펙 등 은 제품 성능 개선을 위해 예고 없이 수정될 수 있습니다."
0,"* 모든 제품 이미지는 촬영 컷으로 실제 제품과 차이가 있을 수 있으며, 제품 색상 은 모니터 해상도, 밝기 설정 및 컴퓨터 사양에 따라 차이가 있을 수 있습니다."
0,"해당 제품의 성능 은 사용 환경에 따라 일부 상이 할 수 있으며, 일부 자매 모델의 경우 대표 모델의 특장점 이 설명되어 있어 실제 제품과 일부 차이가 있을 수 있습니다."
0,상품 추가 이미지
0,LG DIOS 광파 오븐
0,LG 전자 온라인 인증 점
1,"[ 색상 ] 스모그 블랙, [ 용량 ] 32L"
0,배송
0,교환 / 반품
0,신세계 백화점 배송 / 교환 / 반품 안내
0,"- 평균 배송기간 은 3 ~ 5 일 ( 주말, 공휴일 제외 ) 소요되며 상품의 특성 ( 주문 제작 / 대형 가전 )이나 주문량에 따라 달라질 수 있습니다. 자세한 출고일 은 매장에서 확인 가능합니다. - 주문 후 상품 준비 과정 중 매장에서 판매가 완료되어 상품의 발송 이 늦어 지거나 품절될 수도 있습니다. - 품절 시, 1 ~ 2 일 이내 자동으로 취소 및 환불 됩니다."
0,1. 접수 11 번가 ' 나의 11 번가 > 주문 / 배송 조회 '에서 신청하시면 더욱 빠르게 접수 가능합니다. ( 신세계 몰 고객 센터에서는 별도 ' 취소 / 교환 / 반품 접수 가 어렵습니다. )
0,"2. 상품 회수 - 한진 택배 ( 지정 택배사 )로 자동 회수 접수되며, 택배 기사 가 2 ~ 3 일 이내 ( 주말, 공휴일 제외 ) 방문합니다. - 기사 미 방문 시에는 신세계 몰 고객 센터 ( 1600-5349 )로 문의해 주세요. ( 임의 반품 시, 환불 처리 가 지연될 수 있습니다. ) - 대부분 전용 택배사를 통해서 배송 되고 있지만, 배송 사정상 다른 택배사로 배송 될 수도 있다는 점 양해 부탁드립니다."
0,"3. 교환 출고 / 환불 - 회수된 상품 이 신세계 몰 물류 센터에 도착하면 상품 상태 점검 후 교환 출고 / 환불 됩니다. ( 맞교환 불가 ) ( 환불 : 물류 센터 입고 후 2 ~ 3 일 소요 / 교환 출고 : 검수 2 ~ 3 일 + 평균 배송기간 3 ~ 5 일 ) - 상품 ( 브랜드 박스 훼손, 택 제거, 구성품 누락 등 재판매 가 불가할 경우 교환 / 반품 이 어려울 수 있습니다."
0,Coll
0,㉡ LG 전자 고객 감동 서비스
0,희망일 배송 고객 이 희망하시는 날짜로 요청해드립니다. ( 한 달 이내 가능 ) ( LG 물류 설치 상품에 한함 )
0,"폐 가전 무료 수거 단, 구입하는 제품과 동일한 제품군 만 수거 가능합니다. ( 택배 발송 상품 제외 )"
0,친절 보증 설치 친절한 설치를 보장합니다.
0,※ 희망일 배송 은 희망 일자로 LG 전자로 주문 헤드 리는 서비스로 사전 재고 확보 가 되는 게 아니기 때문에 요청 일 3 일전 LG 공장에 재고 부족 시 생산 후 배송 되므로 요청 일 보다 지연 배송 될 수 있습니다. ※ 배송 당일 LG 물류 기사님 이 연락드리고 방문 드립니다. 통화 연결 이 안될 경우 배송 이 지연될 수 있습니다. ※ LG 전자의 생산 일정 물류 상황 등. 기타 사유에 의해 요청하신 날짜에 배송 이 안 될 수 있습니다.
0,LG 전자 제품 및 서비스 문의 제품에 관한 문의 및 A / S는 고객 센터로 문의하시기 바랍니다. 인터넷 서비스 : www.lgservice.co.kr 1544-7777
0,온라인 제품 구매 시 체크 리스트 잠깐! LG 전자 공식 인증 점 맞죠?
0,아차! 확인할걸! 후회하지 말고 꼭!
0,"• 공식 판매점 은 절대 현금 결제를 유도하지 않으며, 메신저 및 문자 메시지로 계좌 정보를 발송하지 않습니다. • 인증되지 않은 판매처 ( SNS / 카페 / 블로그 / 가상 매장 업체 )는 조심하세요."
0,"V LG 전자 내 지갑을 부탁해 ~ 공식 판매점에서는 최초 구매 시 배송비, 설치비 무료! 정상적 환불, 교환에는 별도 비용 이 없어요. * 설치 환경에 따라 추가 비용 이 발생할 수 있습니다. * 단, 일부 제품에 대해서는 환불 및 철거 시 추가 비용 이 발생할 수 있습니다. ( 제품 별 판매 페이지 별도 안내 )"
0,1 구매 후에도 안심하고 싶다면 필수! • A / S 서비스 기간 및 지원 내용을 반드시 지킵니다
0,"본 온라인 공식 인증 점에서 구매하신 제품 은 LG 전자에서 제공하는 동일한 서비스 ( A / S) 혜택을 받으실 수 있습니다. LG 전자 온라인 공식 인증 점 외에는 해당 콘텐츠를 사용할 수 없으며, 이를 위반하는 경우 민 · 형사상의 책임을 물을 수 있습니다."
0,LG 전자
0,Authorized Se
0,G LG 전자
0,연합 뉴스
0,"가전제품 온라인 사기 주의보 ... 삼성 · LG “ 인증 마크 확인하세요 "" 현금 결제 유도한 뒤 잠적 ... 업체명 바꿔 가며 사기 신종 코로나 바이러스 감염증 ( 코로나 19 ) 영향으로 온라인 쇼핑 이 급증하는 가운데 최근 온라인에서 가전제품을 구매했다 가 사기 피해를 입은 사례 가 나오고 있어 주의 가 필요하다. 27 일 업계에 따르면 사기 판매자 들은 삼성전 자나 LG 전자 [ 066570 ] 와 계약을 맺은 대리점이나 B2B ( 기업 간 거래 ) 전문점 행세를 하며 소비자 들의 오인을 유도하는 것으로 전해졌다. 사기 판매자 들은 현금으로 결제하면 더 저렴하게 살 수 있다 ""는 식으로 고객을 유인해서 현금 입금을 받은 뒤 잠적하는 방식을 쓰고 있다. ( 중략 )"
0,LG 전자의 공식 인증 업체 역시 인증 마크를 게시한다. 또한 LG 전자는 공식 홈페이지에서 소비자 가 온라인 공식 판매점의 상호 와 사업자 번호 등 을 확인할 수 있도록 하고 있다. 기사 원문 보기 >
0,LG 전자 온라인 인증 점에서 안심하고 구매하세요!
0,공식 인증 마크 LG 전자 공식 온라인 판매점 에만 주어지는 인증 마크
0,2020-07-27
